,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8
2183,delimitation_2014.pdf,145,6,,-,खेडीराम,"1. खेड़ीराम
2. मन्नापुरा 3 .
4 .
श्यासिंहपुरा
सामोता का वास",,,
2184,delimitation_2014.pdf,145,7,ढाणी बोराज,1 ढाणी बोराज,ढाणी बोराज,"1 ढाणी बोराज
2. भासिंहपुरा",,,
2185,delimitation_2014.pdf,145,8,ढीण्ढा,"1 ढीण्ढा
2 भगवतपुरा
3 कण्डेरियों की ढाणी
4 चांदसिंहपुरा
5 भासिंहपुरा",ढीण्ढा,"1 ढीण्ढा
2 भगवतपुरा
3 कण्डेरियों की ढाणी
4 चांदसिंहपुरा",,,
2186,delimitation_2014.pdf,146,,,"5 .
6 .
7 .
तूंगी चैनपुरा उर्फ खेमराज
का बास
चकनारदपुरा",,5. तूंगी,,,
2187,delimitation_2014.pdf,146,6,खतैपुरा,"1 .
4 .
2 .
3. खि ० तिवाडीयान
5 .
खतैपुरा
पीलिया
रामसिंहपुरा
रूपपुरा",खतैपुरा,"1. खतैपुरा
2. पीलिया
3. रामसिंहपुरा
4. खिजुरिया तिवाडियान",,,
2188,delimitation_2014.pdf,146,7,तूंगा,"1 .
2 .
P
3 .
4 .
5. अखैपुरा
तूंगा हिम्मतपुरा
चक तूंगा
सिया का बास",तूंगा,1. तूंगा,,,
2189,delimitation_2014.pdf,146,8,T,|,मूंडली,"1. मूंडली
2. शंकरपुरा
3 .
4 .
5. झींझा
नांगल करना
खेडामलूकपुरा",,,
2190,delimitation_2014.pdf,146,9,करणगढ,"1. करणगढ
2. श्रीराम नगर
3. कुन्दनपुरा 4. मोरण्डी
5. नगराजपुरा
6. भूधरपुरा
7. कल्यावाला
8. कवरपुरा
9. चांदपुरा
10. लालपुरा
11. बल्लूपुरा",करणगढ,"1. करणगढ
2. श्रीरामनगर
3. चांदपुरा
4. मोरण्डी
5 . नारदपुरा
6. कल्यावाला
7. कंवरपुरा
8. कुन्दनपुरा
9 . रूपपुरा",,,
2191,delimitation_2014.pdf,146,10,,,हिम्मतपुरा,"1. नगराजपुरा 2 .
3 .
हिम्मतपुरा
सिया का बास
4. अखैपुरा
5 . भूधरपुरा
6 . लालपुरा
7 .
8 .
बल्लूपुरा चक तूंगा",,,
2192,delimitation_2014.pdf,146,,,,,,,,
2193,delimitation_2014.pdf,146,,,पंचायत,समिति गोविन्दगढ,,,,
2194,delimitation_2014.pdf,146,"क .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित ग्रामों का नाम,,,
2195,delimitation_2014.pdf,146,1,2,3,4,5,,,
2196,delimitation_2014.pdf,146,1,सान्दरसर,"1. सान्दरसर
2. जालिमसिंह का बास
3 . खन्नीपुरा
4 . धाना का बास
5. विमलपुरा
बाड़ अभयकरणपुरा",सान्दरसर,"1. सान्दरसर
2. खन्नीपुरा
3 . धाना का बास",,,
2197,delimitation_2014.pdf,146,2,T,T,विमलपुरा,"3 .
4 .
1. विमलपुरा
2. कानरपुरा
बाड़ अभयकरणपुरा
जालिमसिंह का बास",,,
2198,delimitation_2014.pdf,146,3,मण्डा भिण्डा,"1. बावड़ी गोपीनाथ
2. गौरी का बास
3 . डोला का बास
मण्डा भिण्डा
प्रगति नया बास
4 .
5 .
6. दौलतपुरा",मण्डा भिण्डा,"1 . मण्डा भिण्डा
2 . प्रगति नया बास
3. दौलतपुरा",,,
2199,delimitation_2014.pdf,146,4,घिनोई,"1. सबलपुरा
2. धिनोई
3. ढाणी निझरना",घिनोई,"1 .
2 .
घिनोई
सबलपुरा
3. ढाणी निझरना",,,
2200,delimitation_2014.pdf,147,,,"4. बाई का बास
5 . कानरपुरा",,,,,
2201,delimitation_2014.pdf,147,5 LO,-,-,डोला का बास,"1 .
2 .
गौरी का बास
डोला का बास
3. बावडी गोपीनाथ
4. बाई का बास",,,
2202,delimitation_2014.pdf,147,6,निवाणा,"1. निवाणा
2. देवथला
3. बाढ़ देवथला",निवाणा,1. निवाणा,,,
2203,delimitation_2014.pdf,147,7,-,-,देवथला,"1. देवथला
2. बाढ़ देवथला",,,
2204,delimitation_2014.pdf,147,,,,,,,,
2205,delimitation_2014.pdf,147,,,पंचायत,समिति चाकसू,,,,
2206,delimitation_2014.pdf,147,"क .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित
ग्रा ० प ० में सम्मिलित ग्रामों का नाम",,,
2207,delimitation_2014.pdf,147,1,2,3,4,5,,,
2208,delimitation_2014.pdf,147,1,काठावाला,"1 . काठावाला
2. मानपुर डूंगरी 3. बीड़ सूरतरामपुरा
4. चोसला
5 . झुझारपुरा 6. ज्यानकी वल्लभपुरा
7. बिहारीपुरा
8. बरखेडा
9. यारलीपुरा
10. गोपीरामपुरा
11. जयलालपुरा थूणी
12. डाहर
13. सालगरामपुरा
14. भवानीपुरा
15. दादनपुरा",काठावाला,"1 . काठावाला
2. मानपुर डूंगरी 3. बीड़ सूरतरामपुरा 4. चोसला
5. झुझारपुरा 6. ज्यानकी वल्लभपुरा
7. बिहारीपुरा
8. दादनपुरा",,,
2209,delimitation_2014.pdf,147,2,,-,बरखेडा,"1. बरखेड़ा
2. यारलीपुरा
3. गोपीरामपुरा
4. जयलालपुरा थूणी
5. नांगलपूरण
6. चक शिवदासपुरा नं . 1
7. पाचूण्डा",,,
2210,delimitation_2014.pdf,147,3,बाड़ा पदमपुरा,"1. बाड़ापदमपुरा 2. देवकी नन्दनपुरा 3. स.माधोसिंहपुरा
4. धोराला
5. धर्मपुरा
6. रायपुरिया खुर्द 7. पीपल्या बाई का बाढ़
8. नांगलपूरण
9. बल्लूपुरा
10. रामपुरावासगोनेर
11. गोरधनपुरा
12. पाचूण्डा 13. चकशिवदासपुरा न .1 14. चकशिवदासपुरा न . 2
15. चतुर्भुजपुरा 16. संतोषपुरा",बाडा पदमपुरा,"1. बाड़ापदमपुरा 2 . देवकीनन्दनपुरा 3 . स . माधोसिंहपुरा 4. रामपुरावासगोनेर 5. गोरधनपुरा 6. चतुर्भुजपुरा
7. संतोषपुरा 8. धोराला
9. धर्मपुरा
10. चकशिवदासपुरा न . 2
11. पीपल्या बाई का बाढ़",,,
2211,delimitation_2014.pdf,147,4,,,बल्लूपुरा,"1. बल्लूपुरा 2. रायपुरिया खुर्द
3. सालगरामपुरा
4. डाहर
5. भवानीपुरा",,,
2212,delimitation_2014.pdf,147,LO 5,बडली,1 बड़ली,बड़ली,1 बडली,,,
2213,delimitation_2014.pdf,148,,,"2 रामपुराबुजुर्ग
3 खेड़ामुकन्दपुरा
4 लदानाखुर्द
5 महाचन्दपुरा",,"2 रामपुराबुजुर्ग
3 खेड़ामुकन्दपुरा
4 लदानाखुर्द
5 महाचन्दपुरा
6 नैनवा मय बाढ़",,,
2214,delimitation_2014.pdf,148,6,टूमली का वास,"1 टूमली का वास 2 नैनवा मय बाढ़
3 हिंगोनिया
4 दलपतपुरा
5 मानपुरा
6 देवगॉव
7 चौप
8 श्रीसहायपुरा
9 आनन्दरामपुरा","टूमली का
वास","1 टूमली का वास
2 हिंगोनिया
3 दलपतपुरा
4 मानपुरा 5 देवगॉव
6 चौप
7 श्रीसहायपुरा
8 आनन्दरामपुरा",,,
2215,delimitation_2014.pdf,148,,,,,,,,
2216,delimitation_2014.pdf,148,,,पंचायत,समिति शाहपुरा,,,,
2217,delimitation_2014.pdf,148,"क .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित /
पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित
ग्रा ० प ० में सम्मिलित ग्रामों का नाम",,,
2218,delimitation_2014.pdf,148,1,2,3,4,5,,,
2219,delimitation_2014.pdf,148,1,मनोहरपुर,"1. मनोहरपुर
2. शिवपुरी
3. प्रतापपुरा
4. उदावाला
5. टोडी
6. भीखावाला
7. लोचुकाबास
8. कल्याणपुरा
9. बाडीगरो की ढाणी
10. मिश्रवास",मनोहरपुर,"1. मनोहरपुर
2. प्रतापपुरा",,,
2220,delimitation_2014.pdf,148,2,T,-,टोडी,"1. टोडी
2. भीखावाला
3. मिश्रवास
4. शिवपुरी",,,
2221,delimitation_2014.pdf,148,3,T,-,उदावाला,"1. उदावाला
2. बाडीगरो की ढाणी
3. लोचुकाबास
4. कल्याणपुरा",,,
2222,delimitation_2014.pdf,148,4,नाथावाला,"1. नाथावाला
2. अमरपुरा
3. चिमनपुरा
4. करणीसागर",नाथावाला,"1. नाथावाला
2. अमरपुरा",,,
2223,delimitation_2014.pdf,148,5,-,,चिमनपुरा,"1. चिमनपुरा
2. करणीसागर
3. रघुनाथपुरा",,,
2224,delimitation_2014.pdf,148,6,साईवाड़,"1. साईवाड़
2. रघुनाथपुरा",साईवाड़,1. साईवाड़,,,
2225,delimitation_2014.pdf,148,,,,,,,,
2226,delimitation_2014.pdf,148,"क्र .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित /
पुनर्सीमांकित / नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित
ग्रा ० प ० में सम्मिलित ग्रामों का नाम",,,
2227,delimitation_2014.pdf,148,1,2,3,4,5,,,
2228,delimitation_2014.pdf,148,1,चित्तौडा,"1. चान्दावास
2. मानपुर गेट
3. श्रीराजपुरा",चित्तौडा,"1. चित्तौडा
2. प्रतापपुरा
3. श्रीराजपुरा",,,
2229,delimitation_2014.pdf,149,,,4 . प्रतापपुरा 5. चित्तौडा,,,,,
2230,delimitation_2014.pdf,149,2,हरसूलिया,"1 .
2 .
3 .
4 .
5 .
6 .
खेजडा का बास
थला
जयचन्द का बास
मोहनपुरा पृथ्वीसिंह
हरसूलिया
रायपुरा",हरसूलिया,"1. हरसूलिया
2. खेजडा का बास
3 .
4 .
रायपुरा
डालूवाला
5 .
6. किशनपुरा
7 . जानकीनाथपुरा
बीड़रामचन्द्रपुरा",,,
2231,delimitation_2014.pdf,149,3,रेनवाल,"1. बीड़ रामचन्द्रपुरा
2. रेनवाल मांजी
3 . डालूवाला",रेनवाल,1. रेनवाल मांजी,,,
2232,delimitation_2014.pdf,149,4,गौहन्दी,"1 .
2 .
किशनपुरा
गौहन्दी
3 . कारबा
4 . हरिरामपुरा हीरापुरा
6. मदनमोहनपुरा उर्फ 5 .
कटारिया का बास
7. चकगुलाबपुरा 8. नवलकिशोरपुरा
9. अमरपुरा
10. रायथल
11. जाबड़
12. रामपुरा उर्फ चौखावाला
13. गुलाबपुरा 14. जानकीनाथपुरा",गौहन्दी,"6 .
7 .
8 .
9 .
1. गौहन्दी
2. कारबा
3 .
4 . 5. मदनमोहनपुरा उर्फ कटारिया का बास
हरिरामपुरा
हीरापुरा
चकगुलाबपुरा नवलकिशोरपुरा
अमरपुरा
रायथल
10. जाबड़
11. रामपुरा चौखावाला
12. गुलाबपुरा",,,
2233,delimitation_2014.pdf,149,LO,,-,मोहनपुरा पृथ्वीसिंह,"1. मोहनपुरा पृथ्वीसिंह
2 . थला
3 .
4. मानपुरगेट
5. चान्दावास
जयचन्द का बास",,,
2234,delimitation_2014.pdf,149,,,,,,,,
2235,delimitation_2014.pdf,149,,,पंचायत,समिति विराटनगर,,,,
2236,delimitation_2014.pdf,149,"क्र .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित ग्रामों का नाम,,,
2237,delimitation_2014.pdf,149,1,2,4,6,8,,,
2238,delimitation_2014.pdf,149,1,बजरंगपुरा,"1. नीमली
2. बजरंगपुरा
3. रामपुरा खुर्द 4. श्योलाल पुरा
5. कैरली
6. हनुमान नगर
7. रामनगर",बजरंगपुरा,"1. नीमली
2. बजरंगपुरा
3. रामपुरा खुर्द 4. श्योलाल पुरा",,,
2239,delimitation_2014.pdf,149,2,,-,केरली,"1. कैरली
2. हनुमान नगर
3 . रामनगर
4 . गाँधीनगर",,,
2240,delimitation_2014.pdf,149,3,कुहाडा,"1. काकराना छोटा
2. काकराना बडा
3. पापडा
4. चक खारडा
5. कुहाडा 6. बंध मुजफ्फरपुर 7. चक मुजफ्फरपुर
8. चक गोरावडी
9. इस्माइलपुर 10. महासिंह का बास
11. सूजापुर",कुहाडा,"1. काकराना छोटा
2. काकराना बडा
3 .
4 .
5 .
कुहाडा
बंध मुजफ्फरपुर
चक मुजफ्फरपुर",,,
2241,delimitation_2014.pdf,149,4,-,-,पापडा,"1. पापडा
2 .
3 .
चक खारडा
चक गोरावडी",,,
2242,delimitation_2014.pdf,150,,,,,"4 .
5 .
इस्माइलपुर
महासिंह का बास
6. सूजापुर",,,
2243,delimitation_2014.pdf,150,5 LO,मंढा,"1. आदर्शनगर
2 . ओमनगर
3 . प्रेमनगर
मंढा 4 .
5. पंचपहाडी",मंढा,1. मंढा,,,
2244,delimitation_2014.pdf,150,6,-,-,प्रेमनगर,"1. पंचपहाडी
2. प्रेमनगर
3. आदर्शनगर
4. ओमनगर",,,
2245,delimitation_2014.pdf,150,7,खेलना,"1. लाडा का बास
2 .
3 .
4 .
5 .
गंगूपुरा हीर की बावडी
झीडागढ
खेलना",खेलना,"1. खेलना
2. गंगूपुरा",,,
2246,delimitation_2014.pdf,150,8,-,,लाडा का बास,"1 .
2 .
3 .
लाडा का बास
हीर की बावडी
झीडागढ",,,
2247,delimitation_2014.pdf,150,9,भाकरी,"1. भोजा का बास
2. दादा का बास
3. भाकरी",भाकरी,"1 . दादा का बास
2. भाकरी",,,
2248,delimitation_2014.pdf,150,10,पांचूडाला,"केमरिया
टोरडाब्राह्मणान
सितोपसिंहपुरा
1 .
2 .
3 .
4 . पांचूडाला",पांचूडाला,"1. केमरिया
2. टोरडाब्राह्मणान
3 . पांचूडाला",,,
2249,delimitation_2014.pdf,150,11,बडनगर,"1. अम्बेडकर नगर
2. बडनगर
3. वीर तेजाजी नगर",बडनगर,"1. अम्बेडकर नगर
2. बडनगर",,,
2250,delimitation_2014.pdf,150,12,,,वीर तेजाजी नगर,"1. भोजा का बास
2 . वीर तेजाजी नगर
सितोपसिंहपुरा 3 .",,,
2251,delimitation_2014.pdf,150,13,बडोदिया,"1. बडोदिया
2. बामनवास
3. पणदो",बडोदिया,"1. बडोदिया
2. बामनवास",,,
2252,delimitation_2014.pdf,150,14,भामोद,"1. भामोद
2. कूकडेला",भामोद,"1. पणदो
2. भामोद
3. कूकडेला",,,
2253,delimitation_2014.pdf,150,15,ऑतेला,"1 ऑतेला
2 गॉधीनगर",ऑतेला,"1 ऑतेला
2 नीलका",,,
2254,delimitation_2014.pdf,150,16,ढाणी गैसकान,"1 बहडोदा
2 नीलका
3 सीतापुर
4 ढाणी गैसकान",ढाणी गैसकान,"1 बहडोदा
2 सीतापुर
3 ढाणी गैसकान
4 दोल्यापुर",,,
2255,delimitation_2014.pdf,150,17,भाबरू,"1 भाबरू
2 डेरा
3 दोल्यापुर",भाबरू,"1 भाबरू
2 डेरा",,,
2256,delimitation_2014.pdf,150,,,,,,,,
2257,delimitation_2014.pdf,150,,,पंचायत,समिति कोटपूतली,,,,
2258,delimitation_2014.pdf,150,"क .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित / नवसृजित
ग्रा ० प ० में सम्मिलित ग्रामों का नाम",,,
2259,delimitation_2014.pdf,150,1,2,4,6,8,,,
2260,delimitation_2014.pdf,150,1,राजनौता,"1. राजनौता
2. भींवजी
3. कैरोडी",राजनौता,"1. राजनौता
2. भींवजी",,,
2261,delimitation_2014.pdf,151,,,"4. लूणाजी
5. सल्लाजी",,,,,
2262,delimitation_2014.pdf,151,2,-,T,कैरोडी,"1. कैरोडी
2. लूणाजी
3. सल्लाजी",,,
2263,delimitation_2014.pdf,151,3,पाथरेडी,1. पाथरेडी,पाथरेडी,"1. पाथरेडी
2. रघुनाथपुरा",,,
2264,delimitation_2014.pdf,151,4,भालोजी,"1. भालोजी
2. बसई
3 .
4. दादूका
पेजूका",भालोजी,"1. भालोजी
2. दादूका",,,
2265,delimitation_2014.pdf,151,5 LO,-,-,बसई,"1. बसई
2. पेजूका 3. जाहिदपुरा
4. नागडीवास",,,
2266,delimitation_2014.pdf,151,6,सुन्दरपुरा,"1. सुन्दरपुरा
2. अमाई
3. खुर्दी",सुन्दरपुरा,"1 .
2 .
सुन्दरपुरा
श्यामनगर",,,
2267,delimitation_2014.pdf,151,7,-,,अमाई,"1. अमाई
2. खुर्दी",,,
2268,delimitation_2014.pdf,151,8,सांगटेडा,"1. सांगटेडा
2. मोलाहेडा
3. शेखुपुर
4. बींजाहेडा",सांगटेडा,"1. सांगटेडा
2. खेडकी मुक्कड",,,
2269,delimitation_2014.pdf,151,( ) 9,T,,मोलाहेडा,"1. मोलाहेडा
2. शेखुपुरा 3. बींजाहेडा",,,
2270,delimitation_2014.pdf,151,10,सरूण्ड,"1. सरूण्ड
2. भोजावास
जगदीशपुरा 3 .
4. श्यामनगर",सरूण्ड,"1 . सरूण्ड
2. भोजावास
3. जगदीशपुरा",,,
2271,delimitation_2014.pdf,151,11,कंवरपुरा,"1. कंवरपुरा
2. रघुनाथपुरा",कंवरपुरा,1. कंवरपुरा,,,
2272,delimitation_2014.pdf,151,12,नांगल पण्डितपुरा,"1. नांगल पण्डितपुरा 2. ग्रामीण बूचाहेडा 3. जाहिदपरा
4 . हांसियावास
5 . टमोरीवास
6 . नांगडीवास",नांगल पण्डितपुरा,"1 . नांगल पण्डितपुरा 2. ग्रामीण बूचाहेडा 3. हांसियावास
4. टमोरीवास
5. गोपीपुरा",,,
2273,delimitation_2014.pdf,151,13,चतुर्भुज,"1. चतुर्भुज
2. टापरी
3. बडाबास ग्रामीण
4. बामणवास
5. गोपीपुरा",चतुर्भुज,"1. चतुर्भुज
2. टापरी
3 .
4 .
बडाबास ग्रामीण
बामणवास",,,
2274,delimitation_2014.pdf,151,14,पनियाला,"1. पनियाला
2. कालूहेडा 3. खेडकी मुक्कड",पनियाला,"1. पनियाला
2. कालूहेडा",,,
2275,delimitation_2014.pdf,151,15,रामसिंह पुरा,"1. रामसिंहपुरा
2. खरकडी
3. नौरंगपुरा
4. चानचकी
5. ग्रामीण बासडी
6. खेडकी वीरभान",रामसिंहपुरा,"1. रामसिंहपुरा
2. खरकडी
3. नौरंगपुरा
4. चानचकी",,,
2276,delimitation_2014.pdf,151,16,,-,खेडकी वीरभान,"1 . खेडकी वीरभान
2. ग्रामीण बासडी",,,
2277,delimitation_2014.pdf,152,"क .
स .","वर्तमान ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में सम्मिलित
ग्रामों का नाम","पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित ग्रामों का नाम,,,
2278,delimitation_2014.pdf,152,1,2,3,4,5,,,
2279,delimitation_2014.pdf,152,1,पचार,"1 .
2 .
3 .
पचार
मन्ढा भोपावास
लालपुरा",पचार,1 . पचार,,,
2280,delimitation_2014.pdf,152,2,-,-,मन्ढा भोपावास,"1. लालपुरा
2 .
3 .
4 .
मन्ढा भोपावास
रामला का बास
चारण वास",,,
2281,delimitation_2014.pdf,152,3,सरनाडूंगर,"1. सरना डूंगर
बावडी 2 .
3 .
4 .
चक बावडी
चक सरना डूंगर
चक बासडी 5 .
6. बासडी
7 . लालचन्दपुरा
8. चक बायेतावाला",सरना डूंगर,"1 .
2 .
3 .
4 .
सरना डूंगर
चक सरना डूंगर
चक बावडी
बासडी
बावडी 5 .
6. चक बायेतावाला
7. मंशारामपुरा",,,
2282,delimitation_2014.pdf,152,4,-,-,पीथावास,"1. लालचन्दपुरा
2 . चक बासडी
3 . पीथावास
4. नारी का बास",,,
2283,delimitation_2014.pdf,152,LO 5,निवारू,"1. निवारू
2. मंशारामपुरा 3. बोयतावाला",निवारू,निवारू 1 .,,,
2284,delimitation_2014.pdf,152,6,-,-,बोयतावाला,1. बोयतावाला,,,
2285,delimitation_2014.pdf,152,7,हाथोज,"1. हाथोज
2. पीथावास
3 .
4 .
नारी का बास
बीड हाथोद",हाथोज,"1. हाथोज
2. बीड हाथोद",,,
2286,delimitation_2014.pdf,152,8,बेगस,"1 .
2. रामसिंहपुरा
3. चक बेगस
बेगस
4. मानसिंहपुरा
5. अचानचूकिया
6. फतेहपुरा
7. बाढ़ फतेहपुरा",बेगस,"1. बेगस
2 . चक बेगस",,,
2287,delimitation_2014.pdf,152,9,T,-,फतेहपुरा,"1. फतेहपुरा
2. रामसिंहपुरा
3. मानसिंहपुरा
4. बाढ फतेहपुरा
5. अचानचूकिया
6. हिम्मतपुरा",,,
2288,delimitation_2014.pdf,152,10,मूण्डिया रामसर,"1. मूण्डियारामसर
2. मून्डिया पुरोहितान 3. हिम्मतपुरा
4. किशोरपुरा
5 . जयसिंहपुरा
6. चकरामसर
7. सीतापुरा रामोली
8. चक मोज्या",मूण्डिया रामसर,"1. मूण्डियारामसर
2. मून्डिया पुरोहितान 3. किशोरपुरा
4. जयसिंहपुरा
5. सीतापुरा रामोली
चक मोज्या 6 .",,,
2289,delimitation_2014.pdf,152,11,कालवाड,"कालवाड 1 .
2. रामला का बास
3. चारण वास",कालवाड,1 . कालवाड,,,
2290,delimitation_2014.pdf,152,12,धानक्या,"1. धानक्या
2. नन्द गांव बरसाना",धानक्या,"1. धानक्या
2. नन्द गांव बरसाना
3. चकरामसर",,,
2291,delimitation_2014.pdf,152,13,विजयपुरा,"1. विजयपुरा
2. बगराना",विजयपुरा,1. विजयपुरा,,,
2292,delimitation_2014.pdf,152,14,,-,बगराना,1. बगराना,,,
2293,delimitation_2014.pdf,153,"क .
स .","वर्तमान ग्रा ० प ०
का नाम",वर्तमान ग्रा ० प ० में सम्मिलित ग्रामों का नाम,"पुनर्गठित / पुनर्सीमांकित
/ नवसृजित
ग्रा ० प ० का नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्रा ० प ० में सम्मिलित ग्रामों का नाम,,,
2294,delimitation_2014.pdf,153,1,2,3,4,5,,,
2295,delimitation_2014.pdf,153,1,बोबाडी,"1. बोबाडी
2 . भोजपुरा
3. बृजपुरा गोल 4 .
5 .
6 .
7 .
बामनवास
नेकावाला
गोकल्यावाला",बोबाडी,"1. बोबाडी
2 .
3 .
बृजपुरा गोल
4 . बामनवास
5. नेकावाला
6 . गोकल्यावाला
अजबपुरा 7 .",,,
2296,delimitation_2014.pdf,153,2,जयचन्दपुरा,"1. जयचन्दपुरा 2. लाडीपुरा
3 . धलेर
4 . नूरपुर
5. चारणवास गजाजी",जयचन्दपुरा,"जयचन्दपुरा 1 .
2. लाडीपुरा
3. धलेर
4 . भोजपुरा",,,
2297,delimitation_2014.pdf,153,3,धौला,"1. धौला
2 .
3 .
4. अजबपुरा 5. अर्जुनपुरा
धीरावास
बाडाढेहरा","धौला
पुनर्गठित","1 . धौला
2 . धीरावास
3. बाडाढेहरा
4 . अर्जुनपुरा",,,
2298,delimitation_2014.pdf,153,4,"राजपुरवास
ताला","6 .
1. राजपुरवास ताला
2. माजीपुरा
3. भुरानपुरा
4 . रावपुरा
5. चारणवास उर्फ काली
पहाडी
चक चारणवास","राजपुरवास
ताला","1. राजपुरवास ताला
2. चारणवास उर्फ काली पहाडी
3 . चक चारणवास",,,
2299,delimitation_2014.pdf,153,5,-,,भुरानपुरा,"1 . भुरानपुरा 2. माजीपुरा
3 .
4 .
5 .
रावपुरा
नूरपुर
चारणवास गजाजी",,,
2300,delimitation_2014.pdf,153,6,बासना,"4 .
5 .
6 .
1. बासना
2. बिशोरी
3 . जिन्दों की ढाणी
पलीतों की ढाणी
गुजरों का बास
छापर
7. निम्भी
8 . घाटाजलधारी
9. नांगल तुलसीदास
10. भटटवाला",बासना,"1 . बासना
2. जिन्दों की ढाणी
3. पलीतों की ढाणी
4. गुजरों का बास
5 . छापर
6 . घाटाजलधारी",,,
2301,delimitation_2014.pdf,153,7,,,नांगल तुलसीदास,"निम्भी
बिशोरी
1 .
2 .
3. नांगल तुलसीदास
4 . भटटवाला
5. सुरेठी
6. केलनवास",,,
2302,delimitation_2014.pdf,153,00 8,सामरेड कलां,"1. सामरेड कलां
2. सामरेड खुर्द
अनोपुरा 3 .
4. भींवास
5. सुरेठी
6. केलनवास
7. गोडियाना
8. गोपालगढ़
9. घाटीघनश्यामपुरा",सामरेड कलां,"1. सामरेड कलां
2. सामरेड खुर्द
अनोपुरा 3 .
4. भींवास
5. गोडियाना
6. गोपालगढ़
7. घाटीघनश्यामपुरा",,,
2303,delimitation_2014.pdf,153,6,बहलोड,"1. बहलोड
2. जयसिंहपुरावास बहलोड
3. चिलपली
4 . डुंगाकाबास",बहलोड,"1. बहलोड
2. जयसिंहपुरावास बहलोड",,,
2304,delimitation_2014.pdf,154,,,"5. केलाकाबास
6. टोडालडी",,,,,
2305,delimitation_2014.pdf,154,10,-,|,केलाकाबास,"1 . डुंगाकाबास
2. चिलपली
3. केलाकाबास
4. टोडालडी",,,
2306,delimitation_2014.pdf,154,11,इन्द्रगढ,"1. इन्द्रगढ़
2 .
3 . नरपतिवास
4. बादियावाला
5 .
6 .
7 .
चक इन्द्रगढ
खेमावास उर्फ चुगलपुरा
चक चैनपुरावास
साईवाड
8 . कुशलपुरा
9. कोल्याणा
चक चैनपुरा वास दा .
खा . साईवाड
10. पाली
11. रामपुरा उर्फ चावा की
नांगल",इन्द्रगढ,"1. इन्द्रगढ़
2 . चक इन्द्रगढ
3 . नरपतिवास
4 . बादियावाला
5. खेमावास उर्फ चुगलपुरा पाली 6 .
7. कोल्याणा",,,
2307,delimitation_2014.pdf,154,12,नटाटा,"1 . नटाटा
2. साईवाड
3 . अजबपुरा उर्फ हाडी का
बास",नटाटा,"1. नटाटा
2. अजबपुरा उर्फ हाडी का बास",,,
2308,delimitation_2014.pdf,154,13,सायपुरा,"1 .
2 .
3 .
4 .
सायपुरा
चावण्ड का मंड
नारदपुरा
पीपलावाला
5 .
6 . गुवारडी
7. चक चैनपुरा
डालू का बास",सायपुरा,"1. सायपुरा
2 .
3 .
4 .
5 .
6 .
चावण्ड का मंड
पीपलावाला
डालू का बास
गुवारडी
चक चैनपुरा",,,
2309,delimitation_2014.pdf,154,14,T,,साईवाड,"1 .
2 .
नारदपुरा
साईवाड
3. रामपुरा उर्फ चावा कि नांगल
4 . कुशलपुरा
5 .
6 .
चक चैनपुरावास साईवाड
चक चैनपुरा वास दा . खा . साईवाड",,,
2310,delimitation_2014.pdf,154,15,बूज,"1. बूज
2. खतेहपुरा
3. मकसुदनपुरा
4. बाढ़ बूज",बूज,"1. बूज
2 .
3 .
खतेहपुरा
मकसुदनपुरा
4. बाढ़ बूज
5. जगमालपुरा",,,
