,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8
128,delimitation_2014.pdf,9,4,-,-,गिंगोली,"1. गिंगोली
2. परबतसर ग्रामीण",,,
129,delimitation_2014.pdf,9,"क्र ०
सं ०","वर्तमान ग्राम पंचायत
का नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प 0 में सम्मिलित ग्रामों के नाम",,,
130,delimitation_2014.pdf,9,1,2,E,4,5,,,
131,delimitation_2014.pdf,9,1 .,बिरलोका,"1. जसनाथपुरा
2. हेमपुरा
3. बिरलोका
4. गुलासर
5. पापासनी",बिरलोका,"1. जसनाथपुरा
2. बिरलोका
3. गुलासर",,,
132,delimitation_2014.pdf,9,2 .,कुडछी,"1. कुडछी
2. बरबटा
3. ईशरनावडा
4. बेनिवालों की ढाणी
5. गोदारों की ढाणी",कुडछी,"1. कुडछी
2. बेनिवालों की ढाणी
3. बरबटा
4. गोदारों की ढाणी",,,
133,delimitation_2014.pdf,9,3 .,,,पापासनी,"1. हेमपुरा
2. पापासनी
3. ईशरनावडा",,,
134,delimitation_2014.pdf,10,"क्र ०
सं ०","वर्तमान ग्राम पंचायत
का नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा 0 प 0 में
सम्मिलित ग्रामों के नाम",,,
135,delimitation_2014.pdf,10,1,2,3,4,5,,,
136,delimitation_2014.pdf,10,1,दुकोसी,"1. दुकोसी
2. इन्दास
3. बासनी कुडिया
4. राजुवास
5. बासनी गन्दिला
6. मानासर
7. सिंघाणी",दुकोसी,"1. दुकोसी 2. बासनी कुडिया
3. राजुवास
4. बासनी गन्दिला
5. मानासर
6. सिंघाणी",,,
137,delimitation_2014.pdf,10,2,सिंगड,"1. सिंगड
2. जोशियाद
3. भवाद
4. गोगानाडा
5. लूणदा",सिंगड,"1. सिंगड
2. गोगानाडा",,,
138,delimitation_2014.pdf,10,3,T,,भवाद,"1. भवाद
2. जोशियाद
3. लूणदा
4. इन्दास",,,
139,delimitation_2014.pdf,10,4,अलाय,"1. अलाय
2. धूंधवालों की ढाणी
3. कूंकणों की ढाणी
4. नयागांव",अलाय,1. अलाय,,,
140,delimitation_2014.pdf,10,5 LO,,,धूंधवालों की ढाणी,"1. धूंधवालों की ढाणी
2. कंकणों की ढाणी
3. नयागांव",,,
141,delimitation_2014.pdf,10,( ) 6,श्रीबालाजी,"1. श्रीबालाजी
2. खारिया
3. हनुमान नगर
4. नथानाडा
5. करनेतपुरा",श्री बालाजी,1. श्री बालाजी,,,
142,delimitation_2014.pdf,10,7,I,T,हनुमान नगर,"1. खारिया
2. हनुमान नगर
3. नथावडा
4. करनेतपुरा 5. बूकर्मसोता",,,
143,delimitation_2014.pdf,10,8,छीला,"1. छीला
2. बूकर्मसोता",छीला,"1. छीला
2. फतेहसर
3. शिवपुरा",,,
144,delimitation_2014.pdf,10,9,सथेरण,"1 सथेरण
2. पाडाण
3 पाबूथल
4. सुरजाना
5. चैनासर
6. फतेहसर
7. मुण्डासर
8. पिथोलाई
9. शिवपुरा",सथेरण,"1. सथेरण
2. पाडाण
3. पाबूथल
4. सुरजाना
5. चैनासर
6. पिथोलाई
7. मुण्डासर",,,
145,delimitation_2014.pdf,11,,,,नगर -,,,,
146,delimitation_2014.pdf,11,12,"वर्तमान ग्राम
पंचायत का
नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्राम पंचायत का
नाम",पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्राम पंचायत सम्मिलित ग्रामों के नाम,,,
147,delimitation_2014.pdf,11,1,2,E,4,5,,,
148,delimitation_2014.pdf,11,1,खोहरी,"1. खोहरी
2. धानोता
3. बासबुर्जा
4. मनापुरी
5. फुटाकी
6. हयातपुर
7. अकबरपुर मेव",खोहरी,"1. खोहरी
2. फुटाकी
3. हयातपुर",,,
149,delimitation_2014.pdf,11,2,-,-,बासबुर्जा,"1. बासबुर्जा 2. धानोता
3. मनापुरी
4. अकबरपुर मेव",,,
150,delimitation_2014.pdf,11,,,,पंचायत समिति - कामां,,,,
151,delimitation_2014.pdf,11,सं .,"वर्तमान ग्राम
पंचायत का
नाम",वर्तमान ग्राम पंचायत में सम्मिलित ग्रामों के नाम,"पुनर्गठित / पुनर्सीमांकित / नव सृजित ग्राम पंचायत का
नाम",| पुनर्गठित / पुनर्सीमांकित / नवसृजित ग्राम पंचायत सम्मिलित ग्रामों के नाम,,,
152,delimitation_2014.pdf,11,1,2,3,4,5,,,
153,delimitation_2014.pdf,11,1,कठौल,"1. कठौल
2. थलचाना
3. घीमरी
4. मण्डल
5. न ० शहजादपुर
6. न 0 फिरोजपुर
7. गढसोरा
8. मौटूका
9. न ० सहालपुर",कठौल,"1. कठौल
2. थलचाना",,,
154,delimitation_2014.pdf,11,2,T,-,धीमरी,"1. घीमरी
2. मण्डल
3. न ० शहजादपुर 4. न ० फिरोजपुर
5. गढसोरा
6. मौटूका
7. न ० सहालपुर",,,
155,delimitation_2014.pdf,11,3,सतवाडी,"1. सतवाडी
2. जोधपुर 3. खेडलीमन्ना
4. समसलका
5. उभाका",सतवाडी,"1. सतवाडी
2. उभाका",,,
156,delimitation_2014.pdf,11,4,,-,खेडलीमन्ना,"1. जोधपुर
2. खेडलीमन्ना
3. समसलका",,,
157,delimitation_2014.pdf,11,LO 5,सोमका,"1. सोमका
2. दाहाना
3.चानियाकला
4. मूगंसका
5. खैराबा
6. बडौदा
7. चानियाखुर्द
8. ईखनका",सोमका,"1. सोमका
2. दाहाना
3. चानियाकला",,,
158,delimitation_2014.pdf,11,6,,,मुगसका,"1. मूगंसका
2. खैराबा
3. बड़ौदा
4. चानियाखुर्द 5.ईखनका",,,
159,delimitation_2014.pdf,12,"क्र .
सं .","वर्तमान ग्राम
पंचायत का नाम","वर्तमान ग्राम पंचायत में
सम्मिलित ग्रामों के नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्राम पंचायत का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्राम पंचायत में
सम्मिलित ग्रामों के नाम",,,
